SMILES,MLM_Pred,HLM_Pred
CC[n+]1c(/C=C/c2ccc(N(C)C)cc2)ccc2ccccc21,17.78,31.84
CCCCN(CCCC)c1ccc(/C=C/c2cc[n+](CCC[N+](CC)(CC)CC)cc2)cc1,14.3,21.47
CCOC(=O)c1ccc(-c2ccc(/C=C3/C=C(c4ccccc4)N(c4ccc(-c5ccccc5)cc4)C3=O)o2)cc1,51.35,71.67
CCN1C(=O)/C(=C\C=C2/CCCN2CC)SC1=S,29.1,52.32
CN(C)c1ccc(/C=N/n2c(N)c(C(=O)NCc3ccc(F)cc3)c3nc4ccccc4nc32)cc1,33.22,56.69
COCCCNc1cc(Nc2ccc(OC)cc2)c2c3c(onc13)-c1ccccc1C2=O,24.33,34.41
COc1ccc([N+](=O)[O-])cc1-c1ccc(C=C(C#N)C#N)o1,27.65,33.72
[C]Oc1ccc(/[C]=C2\C(=O)c3ccccc3C2=C(C#N)C#N)cc1O[C],43.14,54.95
COc1ccccc1N1C(=O)C(=CC=Cc2ccco2)SC1=S,15.1,19.62
CCN(CC)c1ccc(/C=N/c2ccc([N+](=O)[O-])cc2C)cc1,14.42,19.26
COc1ccc(C=CC2=[N+](Cc3ccccc3)c3cccc4cccc2c34)cc1,30.26,47.01
C/C=C/C=C/C=C/C(=O)N[C@H]1CCCNC(=O)[C@H](C)NC(=O)[C@H](C(C)C)N(C)C1=O,77.39,80.34
O=C1OC(c2ccccc2)=C/C1=C\c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,50.06,68.75
O=C1C(=[C]c2ccc(Cl)cc2)[C][C]C1=C1S[C][C]S1,39.88,55.03
COc1ccc(N2C(=O)/C(=C\C=C\c3ccco3)SC2=S)cc1,19.57,27.09
CCOC(=O)C1=C(Nc2ccc(OC)cc2)S/C(=C\c2ccc(-c3ccc(C(=O)O)cc3)o2)C1=O,60.22,76.08
CCCCCCCCNc1ccc(NC(=O)c2ccc(C(C)(C)C)cc2)c2c1C(=O)c1ccccc1C2=O,35.15,51.9
C=CC[n+]1c(/C=C/c2ccc(N(C)C)cc2)ccc2ccccc21,19.33,34.95
COc1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)SC2=S)cc1,45.16,56.98
C=CCN1C(=O)/C(=C/C=C/c2ccc(N(C)C)cc2)C(=O)NC1=S,52.25,64.91
CCCN1/C(=C\C=C\c2sc3ccccc3[n+]2CCC)Sc2ccccc21,16.52,22.81
O=C1/C([N@]2CC[C@@H]1CC2)=C\C(C=C3)=CC=C3[N+]([O-])=O,39.46,59.21
O=C1/C(=C\c2ccc([N+](=O)[O-])cc2)N2CCC1CC2,39.46,59.21
O=[N+]([O-])c1cccc(/C=N/c2ccc(Nc3ccccc3)cc2)c1,20.05,37.38
COc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,51.64,75.08
CN(C)c1ccc(/C=C2/N=C(c3cc(C(C)(C)C)cc(C(C)(C)C)c3)OC2=O)cc1,37.3,53.88
CC1=[N+](CCCS(=O)(=O)[O-])c2ccc3cc(S(=O)(=O)[O-])ccc3c2C1(C)C,17.36,27.56
CCN1/C(=C/C=C(C=O)/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21,21.44,26.45
COc1ccc(-c2csc(/C(C#N)=C/c3cccc([N+](=O)[O-])c3)n2)cc1,35.12,46.83
CC1CC(C)CN(c2cc(NC3CCCCC3)c3c4c(onc24)-c2ccccc2C3=O)C1,15.38,24.02
Cc1ccc(Nc2cc3c(n[n+]([O-])n3CCCCl)c3c2C(=O)c2ccccc2C3=O)cc1,42.53,52.91
COC(=O)c1ccccc1-c1ccc(C=CC(=O)c2cccc(N3CCOCC3)c2)o1,28.9,33.47
CCOC(=O)C1=C(Nc2ccc(OCC)cc2)S/C(=C/c2ccc([N+](=O)[O-])cc2)C1=O,34.83,42.88
CCN1C(=O)C(=CC=Cc2c(C)c(C#N)c(=O)n(CC)c2[O-])C(C)=C(C#N)C1=O,50.9,55.7
[C][C][N]S(=O)(=O)c1ccc2c(c1)C(=C1[C][C][C][C]1)C(=O)N2[C],51.07,58.64
O=C1c2ccccc2-c2onc3c(N4CCCC4)ccc1c23,23.07,38.4
CC(C)c1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)SC2=S)cc1,37.48,48.12
O=C(/C(S1)=C\C2=CC=C(O2)C3=CC=C([N+]([O-])=O)C=C3)N(C1=S)C4=CC=C(C(C)C)C=C4,37.48,48.12
O=C(c1ccc2nc3c4ccccc4c4ccccc4c3nc2c1)N1CCN(c2ccccc2)CC1,23.49,37.89
Cc1ccccc1N1CCN(C2=NC(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4Cl)o3)S2)CC1,39.33,48.22
Cc1cc([N+](=O)[O-])ccc1N1C(=O)C(=Cc2ccc(-c3ccc(Cl)c(Cl)c3)o2)C=C1c1ccccc1,52.79,71.67
CC1CC(=Cc2ccc(-c3cccc([N+](=O)[O-])c3)o2)c2nc3ccccc3c(C(=O)O)c2C1,65.9,90.2
CCN1/C(=C\C=C\c2sc3c4ccccc4[se]c3[n+]2CC)Sc2c1[se]c1ccccc21,26.13,38.34
Cc1cc(C=C2C(=O)c3ccccc3C2=O)c(C)n1-c1ccc(N2CCOCC2)cc1,33.03,42.18
CC1C/C(=C\c2ccc(-c3ccc([N+](=O)[O-])cc3Cl)o2)C(=O)/C(=C/c2ccc(-c3ccc([N+](=O)[O-])cc3Cl)o2)C1,56.4,74.16
COc1ccc(Nc2cc(N3CCCC3)c(N)c3c2C(=O)c2ccccc2C3=O)cc1,43.6,64.72
Cc1ccc(N2CCN(C(=O)C(C#N)=Cc3ccc(-c4ccc(Br)cc4)o3)CC2)cc1,34.2,41.52
COc1cccc(N=CC=CC=C2Sc3ccc4ccccc4c3[NH+]2C)c1,21.42,38.06
CC(C)CN1C(=O)/C(=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)SC1=S,26.75,31.25
CC(=O)Nc1ccc(N2C(=O)C(=CC3=Cc4ccccc4OC3C)SC2=S)cc1,33.1,41.9
COc1ccc(Nc2cc(N3CC(C)OC(C)C3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,29.13,38.88
CN(C)c1ccc(/C=N/n2c(N)c(C(=O)Nc3ccccc3)c3nc4ccccc4nc32)cc1,29.96,55.58
CN(C)c1ccc(/C=C(/C#N)c2ccc(C#N)cc2)cc1Br,30.1,41.45
CCC(/C=C1\Sc2ccc(-c3ccccc3)cc2N1CCCS(=O)(=O)[O-])=C\c1sc2ccc(OC)cc2[n+]1CCCS(=O)(=O)[O-],29.6,36.84
Cc1ccc(N2C(=O)/C(=C/C=C/c3ccco3)SC2=S)cc1C,21.58,28.76
C1=C/C(=N/c2ccccc2)C=C2C1=NC1(c3ccccc3)CC(c3ccccc3)C=C(c3ccccc3)N21,28.63,46.8
CN1C=CC=CC1=C1C(=O)OC(C)(C)OC1=O,73.14,85.73
CCOC(=O)C1=C(Nc2ccc(OC)cc2)S/C(=C\c2ccc(-c3cccc(C(=O)O)c3)o2)C1=O,60.1,75.75
CN(/C=C/C(=C/C=[N+](/C)c1ccccc1)OCCCS(=O)(=O)[O-])c1ccccc1,15.06,18.83
[C]N1C(=O)C(=C2[C][C][C][C]2)c2cc(OS(=O)N3[C][C]N(c4ccccc4F)[C][C]3)ccc21,53.4,66.58
O=C1/C(=C\C=C\c2ccco2)SC(=S)N1c1cccc(O)c1,33.27,45.5
O=C1[N]c2ccc(S(=O)(=O)N3[C][C][C][C][C]3)cc2C1=C1[C][C][C][C]1,57.15,61.81
Cc1ccc(N2CN=c3s/c(=C\C=C\c4ccccc4)c(=O)n3C2)cc1,27.03,41.14
COc1ccc(/C=C2/CC/C(=C\c3cccc([N+](=O)[O-])c3)C2=O)cc1O,57.12,73.92
CCN1c2cc(Nc3ccc(C)cc3)c3c(c2NS1=O)C(=O)c1ccccc1C3=O,37.25,45.67
CC1=C(C#N)C(=O)N(CC(C)C)C(=O)C1=Cc1ccc(-c2ccc(C(=O)O)cc2)o1,70.34,84.46
Cc1ccc(Nc2cc3c(c4c2C(=O)c2ccccc2C4=O)NS(=O)N3CC(C)C)cc1,28.46,32.73
O=[N+]([O-])c1ccccc1/N=N/c1ccc(N2CCOCC2)cc1,53.1,70.39
O=C([O-])c1ccccc1-c1c2cc3c4c(c2[o+]c2c5c6c(cc12)CCCN6CCC5)CCCN4CCC3,28.7,41.3
O=C1/C(=C/c2ccc(Cl)cc2)C=C(c2ccccc2)N1c1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1,48.27,67.45
CN(C)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,31.9,38.3
CCOC(=O)C(C#N)=C1C=C(C=C2Sc3c(ccc4c3CCCC4)N2CC)CC(C)(C)C1,17.96,21.98
O=C1c2ccccc2C(=O)c2cc(N=Cc3sc(N4CCOCC4)nc3-c3ccccc3)ccc21,38.28,52.96
O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)C=C(c2ccccc2)N1c1ccc2ccccc2c1,42.1,60.65
O=C1/C(=C\C=C\c2ccc([N+](=O)[O-])o2)SC(=S)N1c1cccc2ccccc12,35.64,46.99
O=C1/C(=C/C=C/c2ccco2)SC(=S)N1c1ccc2ccccc2c1,24.24,37.52
CCN(c1ccc(NC(=O)c2ccc([N+](=O)[O-])o2)cc1)C(C)C,25.45,36.61
O=c1c2ccccc2c(=O)c2c1c(NC1CCCCC1)cc1oc3ccccc3[nH]c12,21.32,38.91
O=c1c2cccc3cccc(c32)c2nc3cccc4cccc(c43)n12,25.01,48.69
CC(C)OCCCNC(=O)c1c(N)n(/N=C/c2ccc(N(C)C)cc2)c2nc3ccccc3nc12,23.71,42.4
O=C1/C(=C/c2ccc(-c3cc(Cl)ccc3Cl)o2)C=C(c2ccccc2)N1Cc1ccccc1,44.68,64.73
Cc1ccccc1N1CCN(C2=NC(=O)/C(=C\c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)S2)CC1,33.07,40.75
COc1ccc(N2C(=O)/C(=C/C=C/N3CCCc4ccccc43)SC2=S)cc1,19.32,24.97
CN(C)c1ccc(NC(=O)C=Cc2cccc([N+](=O)[O-])c2)cc1,25.88,34.45
Cc1cccc(Oc2ccc3noc4c5c(Oc6cccc(C)c6)cc(N6CCCC6)c6noc(c2c34)c65)c1,30.2,47.34
COc1ccc(N2C(=O)C(=Cc3ccc(-c4ccc([N+](=O)[O-])cc4Cl)o3)SC2=S)cc1,48.22,60.25
COc1ccc(CNC(=O)c2c(N)n(/N=C/c3ccc(N(C)C)cc3)c3nc4ccccc4nc23)cc1,30.67,52.88
CN(CCC#N)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1.[I-],22.87,32.54
O=C1/C(=C\C=C\c2ccc([N+](=O)[O-])o2)SC(=S)N1c1cccc(Cl)c1,42.39,53.83
COc1ccc(Nc2cc(N(C)CCO)c(N)c3c2C(=O)c2ccccc2C3=O)cc1,48.86,69.52
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1ccc(Sc2ccc(Cl)cc2)o1,53.22,78.32
CN(c1ccccc1)c1ccc(C=C2N=C(c3cccc(Br)c3)OC2=O)cc1,36.6,52.55
CCN1C(=O)C(=Cc2ccc(-c3ccc(Cl)cc3)o2)N(CC)C1=S,22.43,28.37
C(/C=C/C=C/N1CCCCC1)=C1C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1,36.14,55.52
C(C(C1=CC=CC=C1)=C2C3=CC=CC=C3)(C4=CC=CC=C4)=C(C5=CC=CC=C5)C2=C/C=C/C=C/N6CCCCC6,36.14,55.52
COc1ccc(Nc2cc(N3CCC(C)CC3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,27.9,40.79
O=C1N=C(N2CCN(c3cccc(C(F)(F)F)c3)CC2)S/C1=C\c1ccc(-c2cccc(C(F)(F)F)c2)o1,53.23,72.88
[2H]C([2H])([2H])[N+]([O-])(CCNc1ccc(NCC[N+]([O-])(C([2H])([2H])[2H])C([2H])([2H])[2H])c2c1C(=O)c1c(O)ccc(O)c1C2=O)C([2H])([2H])[2H],50.82,61.29
CCOC(=O)c1ccc(-c2ccc(/C=C3/C=C(c4ccccc4)N(c4ccc(C)c(C)c4)C3=O)o2)cc1,46.15,61.99
CSC(SC)=C1CC/C(=C\c2ccc(N(C)C)cc2)C1=O,16.17,24.87
CN1CCN(c2cc(NCc3ccco3)c3c(c2N)C(=O)c2ccccc2C3=O)CC1,37.69,57.92
O=[N+]([O-])C1=CC(C=C(C#N)C#N)=CS1,27.56,31.38
[O-][n+]1c2ccccc2nc2c3ccccc3c3nc4ccccc4nc3c21,26.95,48.64
COC(=O)Cn1cc(/C=C2\C(C)=C(C#N)c3nc(N)c(C#N)c(C)c32)c2ccccc21,37.28,49.95
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C/c1ccc(N(C)C)c(Br)c1,44.44,64.16
O=[N+]([O-])c1ccc2nc(C=Cc3sc(N4CCOCC4)nc3-c3ccccc3)sc2c1,29.45,37.49
COc1ccc(Nc2cc3c4c(c(Cl)cc5c4c2C(=O)C=C5Cl)C(=O)C=C3Cl)cc1,55.53,78.09
CN1C=CC=C/C1=C(/C#N)C(N)=C(C#N)C#N,27.31,31.7
CN1CCN(c2cc(NCCO)c3c(c2N)C(=O)c2ccccc2C3=O)CC1,64.32,84.34
O=[N+]([O-])c1ccc(/C=C2C(=N\O)\C3CCN\2CC3)cc1,70.15,81.6
CC(C)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc(Cl)c(Cl)c4)o3)C=C2c2ccccc2)cc1,49.09,69.88
CC[NH+](CC)Cc1c([O-])ccc2c1O/C(=C\C=C\c1ccccc1OC)C2=O,23.82,31.05
CCc1ccc(N2C(=O)/C(=C/C=C/c3ccco3)N(CC(=O)OC)C2=S)cc1,19.5,19.8
COc1ccc(Nc2cc(N3CC(C)CC(C)C3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,26.36,37.51
N#CC(C#N)=C1NC2(CCCCC2)Cc2ccccc21,15.48,28.22
CCOc1ccc(Nc2cc(N3CCC(C)CC3)c3noc4c3c2C(=O)c2ccccc2-4)cc1,28.59,41.3
[C]C(=O)c1ccc(N2[C][C]N(S(=O)(=O)c3ccc4c(c3)C(=C3[C][C][C][C]3)C(=O)[N]4)[C][C]2)cc1,54.64,62.34
COc1ccc(OC)c(C(=O)c2ccc(C(=O)Nc3ccc(N(C)C)cc3)cc2)c1,23.9,32.77
O=C1C(=Cc2ccc(-c3ccc(Cl)c(Cl)c3)o2)C=C(c2ccccc2)N1c1ccc([N+](=O)[O-])cc1O,58.33,80.65
Cc1ccc2c(c1)/C(=N/c1ccccc1)c1nc3ccccc3nc1-2,39.32,63.89
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C/c1ccc(-c2ccccc2[N+](=O)[O-])o1,57.27,81.68
Cc1ccc(N2CCN(C3=NC(=O)C(=Cc4ccc(-c5ccc(Cl)cc5Cl)o4)S3)CC2)cc1,36.96,49.4
CCN(CC)c1ccc(/C=C(/C#N)c2ccc([N+](=O)[O-])cc2)cc1Br,26.09,34.61
CC(C)Nc1cc(N(C)CCO)c2noc3c2c1C(=O)c1ccccc1-3,26.11,34.98
CSC(SC)=C1CCC/C(=C\c2ccc(N(C)C)cc2)C1=O,14.89,22.89
Cc1ccccc1/N=C1\S/C(=C\C=C\c2ccc([N+](=O)[O-])o2)C(=O)N1c1ccccc1C,37.33,49.77
O=C1/C(=C/C=C/c2ccco2)SC(=S)N1c1ccc2c(c1)OCO2,18.48,28.25
Cc1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)SC2=S)cc1,45.0,58.02
N#Cc1cc2no[n+]([O-])c2cc1C#N,61.97,66.69
CC[NH+](CC)Cc1c([O-])ccc2c1O/C(=C\C=C\c1ccccc1)C2=O,21.94,29.78
COc1ccc(/N=C2/c3ccccc3-c3nc4ccccc4nc32)cc1,40.46,64.61
O=C1C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)Cc2c(O)cccc21,57.61,79.37
CCN(CC)c1ccc(/C=C2/N=C(c3cccc([N+](=O)[O-])c3)OC2=O)cc1,32.23,41.92
CN1C(=O)/C(=c2/s/c(=C\C=C3\SC(c4ccccc4)=C(c4ccccc4)N3C)c(=O)n2C)SC1=S,25.27,27.88
CC(C)Nc1cc(N(C)C)c2noc3c2c1C(=O)c1ccccc1-3,17.44,25.31
O=C(Nc1ccc(-c2ccc(N3CCOCC3)nn2)cc1)c1cccc([N+](=O)[O-])c1,66.67,80.59
Nc1c(N2CCN(CCO)CC2)cc(NC2CCCCC2)c2c1C(=O)c1ccccc1C2=O,38.05,53.3
Nc1c(N2CCCC2)cc(NCc2ccco2)c2c1C(=O)c1ccccc1C2=O,27.46,42.09
CC(=O)c1cnc2c(c1NC1CCC(CN(C)C)CC1)NC(=C1C=C(Cl)C(=O)C(Cl)=C1)C=C2,41.25,52.7
O=[N+]([O-])c1cccc(/C=N/c2ccc(N3CCOCC3)cc2)c1,34.59,49.54
CCN(CC)C(=O)/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1,23.5,32.4
[C]Oc1ccc2c(c1)SC(=[C]C1=[C]C(=C(C#N)C#N)c3ccccc31)N2[C],37.87,48.6
O=C1/C(=C/C=C/c2ccco2)SC(=S)N1Cc1ccccc1,13.2,17.85
C[N+]1=C(C=CC=CC=C2N(CCCCCC(=O)NCCN3C(=O)C=CC3=O)c3ccccc3C2(C)C)C(C)(C)c2ccccc21.[Cl-],16.08,14.45
CC(=O)Nc1ccc(-c2cc(-c3ccc(NC(C)=O)cc3)nc(-c3ccc([N+](=O)[O-])cc3)n2)cc1,55.93,79.16
CCCc1ccc(O)c(/N=C/C=C/c2ccc([N+](=O)[O-])cc2)c1,34.24,47.86
CN(c1ccccc1)c1ccc(/C=C2/SC(=S)N(C3CCCCC3)C2=O)cc1,13.79,19.79
O=[N+]([O-])c1ccc(N=Nc2ccc(N(CCO)CC(F)(F)C(F)F)cc2)c(Cl)c1,42.01,52.14
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(S(=O)(=O)[O-])cc2)cc1,30.15,36.7
[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C]N1[C]=[C]C(=[C][C]=C(C#N)C#N)c2ccccc21,37.0,44.69
Cc1cc([N+](=O)[O-])ccc1/N=C/c1ccc(N(C)C)cc1,15.24,22.48
CCOC(=O)C1CCCN(c2cc(Nc3ccc(N(C)C)cc3)c3c4c(onc24)-c2ccccc2C3=O)C1,30.73,39.1
N#C/C(=C\c1ccc(-c2ccc([N+](=O)[O-])cc2Br)o1)C(=O)N1CCN(c2ccccc2)CC1,34.84,42.08
CCN1C=CS/C1=C/C=C/c1sc2c3ccccc3ccc2[n+]1CC,15.29,22.8
O=C1/C(=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)c2ccccc2N1c1ccccc1,48.9,68.78
COc1ccccc1N1C(=O)/C(=C\c2ccc(-c3ccc(Br)cc3)o2)C=C1c1ccccc1,49.96,70.28
O=C(c1ccc([N+](=O)[O-])cc1)c1c2nc3ccccc3nc2n2c1ccc1ccccc12,32.77,47.81
COc1cc2c(cc1OC)C(=CC=Cc1ccc(N(C)C)cc1)C(=O)N2,29.86,45.91
CN(C)c1ccc(/C=C/c2cc[n+](CCCS(=O)(=O)[O-])cc2)cc1,24.49,40.28
O=[N+]([O-])c1ccc(/C=C/c2c3ccccc3cc3ccccc23)cc1,35.52,54.67
O=C1OC(=O)c2ccc(N3CCOCC3)c3cccc1c23,39.15,56.69
O=C1N=C(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)SC1=Cc1ccc(-c2cc(Cl)ccc2Cl)o1,47.7,60.1
CN(c1ccc(C=C(C#N)C#N)cc1)c1ccc(C=C(C#N)C#N)cc1,23.87,32.28
CCOC(=O)C1=C(Nc2ccc(OC)cc2)SC(=Cc2ccc([N+](=O)[O-])cc2)C1=O,33.23,38.88
O=C1ON=C(c2ccccc2)/C1=C/C1=C(OCc2ccccc2)C=CCC1,25.21,37.43
CC1CCCCN1c1cc(Nc2ccc(N(C)C)cc2)c2c3c(onc13)-c1ccccc1C2=O,23.01,33.5
CCCCCCNC(=O)c1c(N)n(/N=C/c2ccc(N(C)C)cc2)c2nc3ccccc3nc12,23.07,37.91
O=C1/C(=C\c2cc(/N=N/c3cccc4ccccc34)ccc2O)SC(=S)N1Cc1ccccc1,32.74,48.46
Cc1ccc(/N=C2\S/C(=C\c3ccc(-c4ccc([N+](=O)[O-])cc4C)o3)C(=O)N2c2ccc(C)cc2)cc1,48.54,65.58
COc1ccc(N=CC=CC=C2Sc3ccc4ccccc4c3[NH+]2C)cc1,22.43,39.39
O=C1c2ccccc2-c2onc3c(N4CCC5(CC4)OCCO5)cc(NC4CCCCC4)c1c23,23.68,33.27
COc1cc2c(cc1OC)/C(=C/C=C/c1ccc(N(C)C)cc1)C(=O)N2,33.94,49.98
O=C1/C(=C\C=C\c2ccco2)SC(=S)N1C1CCCCC1,13.4,25.18
O=C1c2ccccc2-c2nc(-c3ccc(S(=O)(=O)[O-])cc3)nc3ccc(NC4CCCCC4)c1c23,44.5,63.72
CN1C(=CC=CC=Nc2ccc([N+](=O)[O-])cc2)Sc2ccc3ccccc3c21,22.63,31.57
CN(C)c1ccc(/C=N/c2ccc(/N=N/c3ccccc3)cc2)cc1,16.24,37.04
CCOc1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc(Br)cc4)o3)C=C2c2ccccc2)cc1,51.15,72.21
O=C(O)c1ccc(/N=C2/C=CC3=NC45CCCCC4C(c4ccccc4)C=C(c4ccccc4)N5C3=C2)cc1,53.51,77.71
CC(=C/c1sc2ccccc2[n+]1CCCS(=O)(=O)[O-])/C=C1/Sc2ccccc2N1CCCS(=O)(=O)[O-],18.66,22.93
CNS(=O)(=O)c1ccc(-c2ccc(C=CC(=O)c3ccc(N4CCOCC4)cc3)o2)cc1,33.73,39.86
CC(C)Nc1cc(N2CCN(CCO)CC2)c(N)c2c1C(=O)c1ccccc1C2=O,48.23,62.59
Nc1ccc2nc3ccc(N)cc3[s+]c2c1,17.89,50.36
CCN(c1ccc(NC(=O)c2ccc([N+](=O)[O-])s2)cc1)C(C)C,24.92,35.87
O=c1c2ccc3c(=O)n4c5cccc6cccc(nc4c4ccc(c2c34)c2nc3ccccc3n12)c65,40.03,66.19
COc1ccc(Nc2cc(N3CCN(C)CC3)c(N)c3c2C(=O)c2ccccc2C3=O)cc1,49.27,73.26
O=C1N=C(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)SC1=Cc1ccc(-c2ccc(F)cc2)o1,44.26,56.18
Cc1c(C=O)cc(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c([O-])c1C,20.08,24.59
CCOc1ccc2c(c1)-c1c(s[s+]c1SC)C(C)(C)N2,16.88,24.89
C1=Cc2nc1c(-c1ccncc1)c1ccc([nH]1)c(-c1ccncc1)c1nc(c(-c3ccncc3)c3ccc([nH]3)c2-c2ccncc2)C=C1,47.76,70.95
CCn1cc[n+](CC)c1-c1c2n3->[Mn+3]45<-n6c(c(-c7n(CC)cc[n+]7CC)c7ccc1[n-]->47)C=Cc6c(-c1n(CC)cc[n+]1CC)c1ccc(c(-c4n(CC)cc[n+]4CC)c3C=C2)[n-]->51,42.27,55.18
O=c1c(=CC=Cc2ccccc2)sc2n1CN(c1cccc(C(F)(F)F)c1)CN=2,42.07,58.44
Nc1ccc2cc(S(=O)(=O)[O-])cc(O)c2c1N=Nc1ccc(-c2ccc(N=Nc3c(N)ccc4cc(S(=O)(=O)[O-])cc(O)c34)cc2)cc1.[Na+].[Na+],62.76,91.11
Cc1cccc(N2CCN(C(=O)C(C#N)=Cc3ccc(-c4ccc(F)cc4)o3)CC2)c1,27.78,34.31
O=C1c2ccc3nsnc3c2C(=O)c2cccc([N+](=O)[O-])c21,60.75,74.75
CN(C)CCCNc1cc(NC2CCCCC2)c(N)c2c1C(=O)c1ccccc1C2=O,32.27,54.19
[C]Oc1ccc(-c2csc(C(C#N)=C3[C][C][C][C][C]3)n2)cc1,31.3,42.07
O=C(CCN1C(=O)C(=CC=Cc2ccccc2)SC1=S)N1CCN(c2ccccc2)CC1,13.92,14.28
O=C1N=C(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)SC1=Cc1ccc(-c2ccc(Cl)cc2Cl)o1,47.74,60.18
CCOc1ccc(Nc2cc(N3CCC4(CC3)OCCO4)c3noc4c3c2C(=O)c2ccccc2-4)cc1,30.79,41.02
[C]N([C])[N]C1=[C]C(=[N+]2[C][C][C][C][C]2)[C]C([C])([C])[C]1,54.2,59.41
CCCCCCCCCN1C=C/C(=C/C(C#N)=C2C(=O)c3ccccc3C2=O)c2ccccc21,27.67,38.72
O=C(O)CN1C(=O)SC(=CC(Cl)=Cc2ccc([N+](=O)[O-])cc2)C1=O,70.67,66.47
COc1ccc(-c2csc(/C(C#N)=C/c3cc([N+](=O)[O-])ccc3OC)n2)cc1,37.71,47.77
CC[n+]1c(/C=C/C=C2\N(C)c3ccccc3C2(C)C)sc2ccccc21,15.59,21.49
CCCN1CCN(c2cc(Nc3ccc(OCC)cc3)c3c4c(onc24)-c2ccccc2C3=O)CC1,30.56,43.67
O=C1N=C(N2CCN(c3cccc(C(F)(F)F)c3)CC2)SC1=Cc1ccc(-c2ccc(Cl)c(Cl)c2)o1,50.2,67.71
CCCCCCCC[N+]1=C(C)c2cccc3c4c(cc1c23)CC(C)O4,17.21,26.96
O=C(O)CC(=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1)c1nc2ccccc2s1,58.86,76.65
CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C,30.98,41.87
O=C1c2ccccc2C(=O)c2c1cc(N1CCOCC1)c1nonc21,45.98,51.2
CC1Oc2ccccc2C=C1/C=C1/SC(=S)N(c2cccc(O)c2)C1=O,32.17,44.53
N#Cc1cc2oc3cc[n+]([O-])c(-c4cccs4)c3c2cc1C#N,46.68,65.7
O=C(Nc1ccc(/N=N/c2ccccc2)cc1)c1cc2cc([N+](=O)[O-])ccc2s1,36.59,57.42
CN(C)c1ccc(/C=N/n2c(N)c(C(=O)NCCc3ccccc3)c3nc4ccccc4nc32)cc1,25.57,45.6
CCC(=O)N1c2ccc([N+](=O)[O-])cc2-c2c(ssc2=S)C1(C)C,19.71,24.16
CN(C)c1ccc(/C=C2\CCCC(=C3SCCS3)C2=O)cc1,12.0,19.18
CCNc1cc(NC(C)C)c2c3c(onc13)-c1ccccc1C2=O,19.72,30.66
O=[N+]([O-])c1ccc(N=Nc2ccc(Nc3ccccc3)cc2)cc1,25.15,45.75
CCOc1ccccc1/C=C/C1=[N+](C)c2ccc(C(=O)OC)cc2C1(C)C,20.32,23.31
Cc1ccc(N2CCN(C3=NC(=O)/C(=C/c4ccc(-c5cccc([N+](=O)[O-])c5)o4)S3)CC2)cc1Cl,41.27,50.76
CCN1/C(=C\C=C\c2sc3ccccc3[n+]2CC)Sc2ccccc21,15.91,23.54
CN1CCCc2cc(C=C3CCC(C4CCCC4)C3=O)ccc21,11.47,27.19
OCC[n+]1c2ccccc2nc2ccc(N3CCOCC3)cc21,17.84,35.24
CN(C)c1ccc(/C=C2\CCC(=C3SCCCS3)C2=O)cc1,11.95,19.15
